,SRR1463325,SRR1463326,SRR1463334,SRR1463335
AT5G11225,0,0,0,0
AT5G11230,26,20,36,134
AT5G11240,39,78,1,18
AT5G11250,44,28,0,0
AT5G11260,35,12,0,1
AT5G11270,70,97,43,71
AT5G11280,12,16,45,72
AT5G11290,1,0,0,0
AT5G11300,0,4,0,3
AT5G11310,7,1,0,78
AT5G11320,1,0,0,0
AT5G11325,0,0,0,0
AT5G11330,222,179,302,229
AT5G11340,6,10,9,70
AT5G11350,61,23,133,36
AT5G11360,3,2,0,0
AT5G11370,2,0,0,0
AT5G11380,67,13,1,60
AT5G11390,110,41,18,135
AT5G11400,0,0,0,0
AT5G11410,0,0,0,4
AT5G11412,0,0,0,0
AT5G11416,0,0,0,0
AT5G11420,17,32,0,0
AT5G11425,0,0,0,0
AT5G11430,245,90,2,60
AT5G11440,0,0,0,0
AT5G11450,135,177,11,25
AT5G11460,10,0,0,2
AT5G11470,38,1,0,4
AT5G11475,0,0,0,0
AT5G11480,349,265,0,10
AT5G11490,339,107,288,309
AT5G11500,637,482,1250,1026
AT5G11510,59,87,32,4
AT5G11520,869,644,4615,2207
AT5G11530,166,100,264,435
AT5G11540,0,0,0,0
AT5G11550,6,6,0,0
AT5G11560,314,361,398,376
AT5G11570,0,0,0,0
AT5G11580,70,33,263,44
AT5G11590,0,0,0,0
AT5G11600,1,0,18,28
AT5G11610,0,0,0,0
AT5G11620,0,0,0,0
AT5G11630,8,4,76,15
AT5G11640,24,16,65,26
AT5G11650,1070,925,112,99
AT5G11660,0,0,0,0
AT5G11670,4627,1567,778,556
AT5G11680,238,285,373,1299
AT5G11690,128,37,0,2
AT5G11700,1315,426,492,654
AT5G11710,157,77,63,322
AT5G11720,70,57,18,50
AT5G11730,151,24,336,173
AT5G11740,3319,3972,2640,1399
AT5G11750,35,4,0,0
AT5G11760,1,32,0,2
AT5G11770,533,290,758,566
AT5G11780,5,0,0,0
AT5G11790,56,7,1,16
AT5G11800,65,29,0,7
AT5G11810,18,34,62,10
AT5G11820,0,4,2,0
AT5G11830,1,1,0,0
AT5G11840,37,31,72,35
AT5G11850,152,79,526,263
AT5G11860,129,56,1201,247
AT5G11870,0,0,0,0
AT5G11880,132,51,0,6
AT5G11890,19,53,3,6
AT5G11900,71,123,228,75
AT5G11910,24,29,3,26
AT5G11920,0,0,0,1
AT5G11930,0,0,0,0
AT5G11940,0,0,0,0
AT5G11950,247,60,941,75
AT5G11960,345,68,183,186
AT5G11970,52,22,147,63
AT5G11977,0,0,0,0
AT5G11980,64,32,7,184
AT5G11990,0,0,0,0
AT5G12000,5,0,0,0
AT5G12010,1451,495,1089,855
AT5G12020,470,519,675,10238
AT5G12030,998,2825,971,13500
AT5G12040,30,13,1,39
AT5G12043,0,1,0,0
AT5G12050,8,19,0,28
AT5G12060,0,0,0,0
AT5G12070,0,0,0,0
AT5G12080,41,15,8,39
AT5G12090,0,0,0,0
AT5G12100,18,0,27,60
AT5G12110,17,65,290,456
AT5G12120,451,253,1649,809
AT5G12130,76,75,0,20
AT5G12140,52,58,13,30
AT5G12150,147,154,1,43
AT5G12170,82,43,113,104
AT5G12180,8,0,0,13
AT5G12190,2,0,49,5
AT5G12200,7,6,17,99
AT5G12210,59,49,15,51
AT5G12220,13,10,5,8
AT5G12230,519,328,57,157
AT5G12235,0,0,0,0
AT5G12236,0,0,0,0
AT5G12240,14,9,0,0
AT5G12250,26,52,0,60
AT5G12260,13,34,0,19
AT5G12270,0,0,0,0
AT5G12280,0,3,0,1
AT5G12290,49,33,0,32
AT5G12300,2,0,0,0
AT5G12310,69,105,5,76
AT5G12320,24,12,0,1
AT5G12323,0,0,0,0
AT5G12330,7,0,1,0
AT5G12340,54,17,139,111
AT5G12350,159,32,101,178
AT5G12360,10,15,1,1
AT5G12370,212,355,95,269
AT5G12380,37,15,5,106
AT5G12390,47,33,559,71
AT5G12400,497,236,1109,764
AT5G12410,43,18,8,95
AT5G12420,31,9,387,29
AT5G12430,113,33,65,157
AT5G12440,80,15,0,7
AT5G12450,0,0,0,0
AT5G12460,0,0,0,0
AT5G12470,1314,575,4,15
AT5G12480,479,187,1273,1578
AT5G12840,38,35,24,79
AT5G12850,74,56,0,14
AT5G12860,612,1558,36,55
AT5G12870,3,0,0,0
AT5G12880,0,1,0,0
AT5G12890,212,40,20,150
AT5G12900,34,99,0,0
AT5G12910,0,0,0,0
AT5G12920,0,5,0,0
AT5G12930,24,31,137,75
AT5G12940,9,0,0,0
AT5G12950,20,29,11,39
AT5G12960,0,0,0,1
AT5G12970,49,48,0,1
AT5G12980,9,12,0,0
AT5G12990,3,4,0,0
AT5G13000,524,175,11,22
AT5G13010,721,409,1362,1448
AT5G13020,231,157,405,272
AT5G13030,408,334,910,214
AT5G13050,15,25,1,4
AT5G13060,1,10,1,0
AT5G13070,36,12,122,72
AT5G13080,113,111,34096,764
AT5G13090,10,1,622,0
AT5G13100,435,396,2,6
AT5G13110,206,130,288,199
AT5G13120,264,244,0,22
AT5G13130,0,1,0,0
AT5G13140,103,126,0,1
AT5G13150,0,0,0,5
AT5G13160,349,219,412,459
AT5G13170,0,0,0,0
AT5G13180,2199,864,5130,3083
AT5G13181,0,0,0,0
AT5G13190,210,184,1321,308
AT5G13200,102,48,482,115
AT5G13210,64,40,0,30
AT5G13220,163,131,182,143
AT5G13225,1,0,0,0
AT5G13230,27,58,0,0
AT5G13240,110,45,779,787
AT5G13250,0,9,0,0
AT5G13260,25,2,48,5
AT5G13270,24,37,3,26
AT5G13280,162,109,253,303
AT5G13290,43,48,0,0
AT5G13300,51,55,2,48
AT5G13310,10,10,43,19
AT5G13320,0,0,0,0
AT5G13330,40,2,133,38
AT5G13340,13,0,3,30
AT5G13350,0,0,0,0
AT5G13360,21,81,0,2
AT5G13370,142,55,515,187
AT5G13380,0,7,0,0
AT5G13390,215,132,162,289
AT5G13400,51,38,1,56
AT5G13410,516,257,58,3
AT5G13420,323,76,348,169
AT5G13430,59,37,90,72
AT5G13440,144,52,703,148
AT5G13450,237,277,136,157
AT5G13460,37,21,0,29
AT5G13470,7,22,0,0
AT5G13480,17,27,3,46
AT5G13490,482,146,4549,782
AT5G13500,37,23,18,85
AT5G13510,79,303,61,62
AT5G13520,80,105,8,79
AT5G13530,128,67,92,192
AT5G13550,97,39,30,122
AT5G13560,578,177,314,226
AT5G13570,53,45,54,67
AT5G13580,11,11,0,0
AT5G13590,1392,1134,979,476
AT5G13600,0,0,0,0
AT5G13610,5,8,0,1
AT5G13620,0,1,0,0
AT5G13630,7334,7053,303,449
AT5G13640,183,167,730,244
AT5G13650,955,612,134,169
AT5G13660,6,2,0,9
AT5G13670,0,0,0,0
AT5G13680,147,252,736,65
AT5G13690,215,286,8,113
AT5G13700,136,336,39,337
AT5G13710,248,118,101,143
AT5G13720,29,23,3,9
AT5G13730,29,27,0,5
AT5G13740,72,412,38,19
AT5G13750,1102,424,2824,3012
AT5G13760,185,95,27,78
AT5G13770,545,295,201,106
AT5G13780,310,146,34,50
AT5G13790,15,53,315,3
AT5G13800,150,49,100,251
AT5G13810,181,152,33,225
AT5G13820,34,16,89,75
AT5G13825,0,0,0,0
AT5G13830,0,0,0,0
AT5G13840,123,120,298,87
AT5G13845,0,0,0,0
AT5G13850,145,71,383,87
AT5G13860,24,4,26,6
AT5G13870,47,0,0,0
AT5G13880,17,253,0,5
AT5G13887,0,0,0,0
AT5G13890,49,6,1,5
AT5G13900,0,0,0,0
AT5G13910,0,7,0,0
AT5G13917,0,0,0,0
AT5G13920,3,1,0,2
AT5G13930,17,33,1,1
AT5G13940,3,3,0,8
AT5G13950,508,240,198,205
AT5G13960,24,18,12,11
AT5G13970,50,40,5,65
AT5G13980,389,291,0,26
AT5G13990,212,175,0,0
AT5G14000,0,2,0,0
AT5G14010,0,0,0,0
AT5G14011,0,0,0,0
AT5G14020,0,4,0,0
AT5G14030,178,70,143,54
AT5G14035,0,0,0,0
AT5G14040,906,283,3722,1500
AT5G14050,45,37,19,20
AT5G14060,186,170,0,5
AT5G14070,0,0,0,0
AT5G14080,31,58,3,36
AT5G14090,25,41,0,0
AT5G14100,15,1,5,1
AT5G14105,3,0,21,3
AT5G14110,0,0,0,0
AT5G14120,630,237,13,252
AT5G14130,0,0,0,0
AT5G14140,8,2,0,3
AT5G14150,4,0,0,0
AT5G14160,37,0,0,0
AT5G14170,269,54,36,155
AT5G14180,14,8,0,0
AT5G14200,0,6,0,1
AT5G14210,160,314,72,72
AT5G14220,241,149,49,65
AT5G14230,20,6,4,29
AT5G14240,79,39,45,73
AT5G14250,108,36,64,75
AT5G14260,1049,1488,837,122
AT5G14270,133,45,114,141
AT5G14280,167,11,8,6
AT5G14290,0,0,0,0
AT5G14300,0,0,0,0
AT5G14310,66,36,10,82
AT5G14320,1706,1279,1,62
AT5G14330,0,0,0,0
AT5G14340,0,0,0,0
AT5G14345,0,0,0,0
AT5G14350,0,4,6,16
AT5G14360,0,0,0,0
AT5G14370,57,28,5,297
AT5G14380,0,0,0,0
AT5G14390,9,5,162,7
AT5G14400,9,1,0,0
AT5G14410,44,0,2,0
AT5G14420,250,171,382,73
AT5G14430,131,128,5,61
AT5G14440,59,40,51,110
AT5G14450,36,13,1,7
AT5G14460,76,59,27,9
AT5G14470,127,71,10,90
AT5G14480,20,57,9,25
AT5G14490,0,0,0,0
AT5G14495,0,0,0,0
AT5G14500,22,1,0,0
AT5G14510,1,8,0,0
AT5G14520,63,24,3,36
AT5G14530,10,23,0,2
AT5G14540,736,135,455,381
AT5G14545,0,0,0,0
AT5G14550,4,5,1,3
AT5G14560,0,0,0,0
AT5G14565,135,74,220,190
AT5G14570,128,58,138,130
AT5G14580,2,6,5,6
AT5G14590,118,83,90,164
AT5G14600,8,9,0,31
AT5G14602,0,0,0,0
AT5G14610,69,66,1,5
AT5G14620,52,16,1,92
AT5G14640,255,160,2226,1044
AT5G14650,2,0,0,7
AT5G14660,55,31,1,1
AT5G14670,0,0,0,0
AT5G14680,68,19,0,39
AT5G14690,1,0,0,0
AT5G14700,87,46,6,16
AT5G14710,60,24,2,24
AT5G14720,332,309,1232,473
AT5G14730,14,46,11,163
AT5G14740,77207,45655,477,98
AT5G14750,0,0,0,0
AT5G14760,300,133,483,572
AT5G14770,6,12,0,21
AT5G14780,929,238,7281,3637
AT5G14790,32,34,0,131
AT5G14800,427,234,219,85
AT5G14820,0,0,0,0
AT5G14850,0,38,0,6
AT5G14860,0,0,0,0
AT5G14870,0,3,0,1
AT5G14880,54,53,0,12
AT5G14890,25,23,0,0
AT5G14900,0,0,0,0
AT5G14910,256,126,142,34
AT5G14920,37,1,100,2
AT5G14930,142,100,0,9
AT5G14940,0,0,0,0
AT5G14950,113,144,4,106
AT5G14960,1,36,0,14
AT5G14970,167,116,300,97
AT5G14980,3,0,0,0
AT5G14990,1,0,0,0
AT5G14995,0,0,0,0
AT5G15000,0,0,0,0
AT5G15008,0,0,0,0
AT5G15010,10,0,0,2
AT5G15020,373,279,870,706
AT5G15022,2,0,0,0
AT5G15030,8,0,1,0
AT5G15040,0,0,0,0
AT5G15050,5,16,0,0
AT5G15060,0,0,0,0
AT5G15070,11,24,1,7
AT5G15080,20,7,0,0
AT5G15090,284,427,524,312
AT5G15100,0,0,0,0
AT5G15110,0,0,0,0
AT5G15120,8,0,0,1
AT5G15130,0,0,0,0
AT5G15140,0,0,0,0
AT5G15150,6,0,0,0
AT5G15160,14,2,0,0
AT5G15170,19,3,1,2
AT5G15175,0,0,0,0
AT5G15180,0,8,0,0
AT5G15190,13,1,0,4
AT5G15200,3200,4278,244,365
AT5G15210,1,12,0,4
AT5G15220,11,2,0,15
AT5G15230,46,152,170,329
AT5G15240,5,4,55,56
AT5G15250,2,0,69,0
AT5G15254,9,0,0,3
AT5G15260,22,20,7,52
AT5G15265,0,0,0,0
AT5G15270,78,49,175,145
AT5G15280,5,9,0,0
AT5G15290,0,0,0,0
AT5G15300,1,3,0,0
AT5G15310,3,0,0,3
AT5G15320,175,52,184,2125
AT5G15330,25,55,75,21
AT5G15340,19,10,0,0
AT5G15350,40,13,0,103
AT5G15360,0,11,0,0
AT5G15380,5,0,0,0
AT5G15390,184,132,1,19
AT5G15400,174,62,568,446
AT5G15410,251,59,65,45
AT5G15420,0,2,0,0
AT5G15430,0,1,0,0
AT5G15440,45,37,86,582
AT5G15450,730,882,1296,20975
AT5G15460,6,4,0,19
AT5G15470,27,52,27,3
AT5G15480,0,1,0,0
AT5G15490,246,118,1583,213
AT5G15500,0,0,0,0
AT5G15510,9,0,0,1
AT5G15520,16,39,1,1
AT5G15530,128,107,0,1
AT5G15540,140,72,213,350
AT5G15550,17,8,0,16
AT5G15560,0,0,0,0
AT5G15570,38,40,9,67
AT5G15580,102,73,13,48
AT5G15581,2,7,0,0
AT5G15600,28,3,0,0
AT5G15610,131,296,18,37
AT5G15620,0,0,0,0
AT5G15630,0,0,0,0
AT5G15640,101,36,87,301
AT5G15650,4343,5905,327,192
AT5G15660,634,370,0,14
AT5G15670,0,0,0,0
AT5G15680,149,103,123,277
AT5G15690,0,0,0,0
AT5G15700,36,4,45,148
AT5G15710,30,18,2,11
AT5G15720,15,2,0,2
AT5G15725,0,0,0,0
AT5G15730,24,37,178,112
AT5G15740,60,13,0,2
AT5G15750,9,4,1,21
AT5G15760,0,9,0,0
AT5G15770,0,0,0,0
AT5G15780,1400,1205,1885,2931
AT5G15790,4,0,0,0
AT5G15800,0,1,0,0
AT5G15802,1,0,5,0
AT5G15805,0,0,0,0
AT5G15810,110,48,25,10
AT5G15815,0,0,0,0
AT5G15820,37,15,22,76
AT5G15830,0,0,0,0
AT5G15833,0,0,0,0
AT5G15840,4,0,0,0
AT5G15845,379,202,40,82
AT5G15850,476,200,31,77
AT5G15853,0,0,0,0
AT5G15860,26,5,6,52
AT5G15870,476,345,673,160
AT5G15880,23,253,3,0
AT5G15890,13,0,0,0
AT5G15900,0,0,0,0
AT5G15910,79,18,3,13
AT5G15920,59,10,387,198
AT5G15930,79,55,0,8
AT5G15940,30,24,15,17
AT5G15948,0,0,0,0
AT5G15950,0,0,0,0
AT5G15960,61,7,82,74
AT5G15970,1439,667,740,2222
AT5G15980,47,33,11,110
AT5G16000,28,36,0,0
AT5G16010,17036,8872,4661,3610
AT5G16020,148,120,13,0
AT5G16023,0,0,0,0
AT5G16030,230,305,2,0
AT5G16040,48,45,7,2
AT5G16050,266,194,33,31
AT5G16060,0,1,0,0
AT5G16070,81,80,0,51
AT5G16080,0,0,0,0
AT5G16090,0,0,0,0
AT5G16100,0,0,0,0
AT5G16110,1130,637,1788,279
AT5G16120,74,33,24,65
AT5G16130,348,253,2,8
AT5G16140,18,28,12,3
AT5G16150,295,295,36,50
AT5G16160,12,11,0,5
AT5G16170,0,0,0,0
AT5G16180,102,67,0,27
AT5G16190,0,0,0,0
AT5G16200,31,28,542,1
AT5G16210,1103,491,322,161
AT5G16220,145,128,1361,289
AT5G16230,14,0,0,0
AT5G16235,0,0,0,0
AT5G16240,19,1,0,59
AT5G16250,45,12,0,0
AT5G16260,151,48,8,127
AT5G16270,824,479,334,680
AT5G16280,201,140,399,243
AT5G16285,0,0,0,0
AT5G16286,0,0,0,0
AT5G16290,83,43,125,7
AT5G16300,245,116,202,122
AT5G16310,6,43,1,0
AT5G16320,16,8,10,48
AT5G16330,0,0,0,0
AT5G16340,10,0,0,0
AT5G16350,3,0,25,12
AT5G16360,11,5,81,72
AT5G16370,197,90,434,182
AT5G16375,0,0,0,0
AT5G16380,21,14,2,15
AT5G16390,158,187,9,23
AT5G16400,386,217,0,1
AT5G16410,1,19,0,0
AT5G16420,13,2,0,17
AT5G16430,8,0,0,0
AT5G16440,59,24,381,16
AT5G16450,3,16,474,35
AT5G16453,0,0,0,0
AT5G16460,0,0,0,0
AT5G16470,58,55,5,19
AT5G16480,5,41,0,25
AT5G16486,0,0,0,0
AT5G16490,0,0,0,0
AT5G16500,0,0,0,0
AT5G16510,65,15,57,43
AT5G16520,32,16,6,32
AT5G16530,0,0,0,0
AT5G16540,265,153,0,65
AT5G16550,90,55,147,157
AT5G16560,23,13,35,29
AT5G16567,0,0,0,0
AT5G16570,0,0,0,0
AT5G16580,0,0,0,0
AT5G16590,45,8,0,3
AT5G16600,7,10,0,0
AT5G16610,32,8,38,3
AT5G16620,166,190,866,141
AT5G16630,171,107,9,74
AT5G16640,4,3,0,0
AT5G16650,533,268,14,36
AT5G16660,49,86,8,86
AT5G16680,400,462,960,852
AT5G16690,6,0,0,1
AT5G16700,0,0,0,0
AT5G16710,737,531,12,13
AT5G16715,274,190,0,29
AT5G16720,10,5,1,1
AT5G16730,225,235,156,799
AT5G16740,0,0,0,1
AT5G16750,18,33,126,0
AT5G16760,170,42,98,76
AT5G16770,11,7,42,1
AT5G16780,377,344,2189,945
AT5G16790,12,1,0,0
AT5G16800,179,170,173,56
AT5G16810,34,10,0,15
AT5G16820,17,23,0,35
AT5G16830,865,740,1468,864
AT5G16840,149,83,102,225
AT5G16850,35,5,0,1
AT5G16860,9,5,7,0
AT5G16870,20,15,0,3
AT5G16880,1806,933,1612,598
AT5G16890,358,62,0,17
AT5G16900,71,22,1,0
AT5G16910,1902,498,258,133
AT5G16920,3,0,0,0
AT5G16930,632,115,3,3
AT5G16940,127,40,0,0
AT5G16950,142,10,0,25
AT5G16960,1039,466,542,94
AT5G16970,7996,812,8955,5406
AT5G16980,379,58,4159,771
AT5G16990,139,32,226,340
AT5G17000,949,270,174,809
AT5G17010,54,17,152,37
AT5G17020,1689,1740,2746,1358
AT5G17030,0,2,0,0
AT5G17040,0,1,0,0
AT5G17050,77,51,1,76
AT5G17060,17,8,68,1
AT5G17070,29,76,20,35
AT5G17073,0,0,0,0
AT5G17080,0,0,0,0
AT5G17090,0,0,0,0
AT5G17100,0,0,0,0
AT5G17110,0,0,0,0
AT5G17120,0,0,0,0
AT5G17130,0,0,0,0
AT5G17140,0,0,0,0
AT5G17150,0,0,0,0
AT5G17160,8,9,0,0
AT5G17165,0,0,0,0
AT5G17170,529,250,0,4
AT5G17180,0,0,0,0
AT5G17190,50,21,82,36
AT5G17200,3,0,0,0
AT5G17210,1,3,12,48
AT5G17220,16,2,0,0
AT5G17230,1412,1267,85,317
AT5G17233,0,0,0,0
AT5G17240,0,2,0,11
AT5G17250,5,1,42,5
AT5G17260,0,0,0,0
AT5G17262,0,0,0,0
AT5G17270,14,2,33,7
AT5G17280,21,30,196,58
AT5G17290,59,25,7,26
AT5G17300,1573,843,116,904
AT5G17310,452,283,43,195
AT5G17320,0,0,0,0
AT5G17330,18,22,974,0
AT5G17340,0,0,0,0
AT5G17350,61,28,0,0
AT5G17360,10,6,0,19
AT5G17370,106,424,14,72
AT5G17380,1387,1178,8475,6359
AT5G17390,0,2,91,64
AT5G17400,19,25,0,1
AT5G17410,13,45,0,5
AT5G17420,21,5,0,2
AT5G17430,0,0,0,0
AT5G17440,61,22,20,69
AT5G17450,1,3,0,0
AT5G17460,62,60,65,1
AT5G17470,0,0,0,0
AT5G17480,0,0,0,0
AT5G17490,4,13,0,0
AT5G17500,2,1,36,0
AT5G17510,81,11,192,86
AT5G17520,16,20,0,0
AT5G17523,0,0,0,0
AT5G17530,203,101,0,63
AT5G17540,35,23,0,7
AT5G17550,31,14,0,36
AT5G17560,43,106,35,68
AT5G17570,15,3,3,66
AT5G17580,9,1,0,0
AT5G17590,0,0,0,0
AT5G17600,5,8,0,0
AT5G17610,18,18,125,1
AT5G17620,8,23,0,3
AT5G17630,20,0,1,3
AT5G17640,31,21,369,26
AT5G17650,23,8,32,155
AT5G17660,29,44,2,0
AT5G17670,1325,314,48,5
AT5G17680,53,16,0,20
AT5G17690,35,21,0,78
AT5G17700,0,0,0,0
AT5G17710,530,63,344,102
AT5G17720,0,0,0,0
AT5G17730,0,0,0,0
AT5G17740,0,0,0,0
AT5G17750,0,0,0,0
AT5G17760,266,77,0,57
AT5G17770,132,150,97,80
AT5G17780,38,4,35,16
AT5G17790,17,6,0,10
AT5G17795,0,0,0,0
AT5G17800,0,0,0,0
AT5G17810,0,0,0,0
AT5G17820,0,0,0,0
AT5G17830,10,1,83,47
AT5G17840,114,52,0,27
AT5G17847,0,0,0,3
AT5G17850,657,386,93,295
AT5G17860,62,7,0,0
AT5G17870,181,146,0,0
AT5G17880,81,23,0,2
AT5G17890,137,102,75,190
AT5G17900,63,67,88,54
AT5G17910,207,109,305,125
AT5G17920,2378,1518,92,197
AT5G17930,99,28,10,81
AT5G17950,0,0,0,0
AT5G17960,6,0,0,0
AT5G17970,16,0,0,0
AT5G17980,86,40,41,17
AT5G17990,240,178,54,145
AT5G18000,1,0,0,0
AT5G18005,0,0,0,0
AT5G18010,0,0,0,0
AT5G18015,0,0,0,0
AT5G18020,0,0,0,0
AT5G18030,0,1,0,0
AT5G18037,0,0,0,0
AT5G18040,30,30,27,130
AT5G18050,0,0,0,0
AT5G18060,0,0,0,0
AT5G18065,2,12,0,26
AT5G18070,12,1,0,22
AT5G18080,0,0,0,0
AT5G18085,0,0,0,0
AT5G18090,1,0,5,0
AT5G18100,59,118,60,69
AT5G18110,217,203,113,283
AT5G18120,21,0,22,52
AT5G18130,14,2,0,2
AT5G18140,71,111,26,12
AT5G18150,14,1,19,39
AT5G18160,0,0,0,0
AT5G18170,78,75,53,88
AT5G18180,21,1,0,0
AT5G18190,244,133,297,251
AT5G18200,61,63,245,132
AT5G18210,11,3,0,0
AT5G18220,0,1,0,0
AT5G18230,916,463,369,360
AT5G18240,9,0,0,9
AT5G18245,23,2,2,11
AT5G18250,0,0,9,3
AT5G18255,40,52,12,126
AT5G18260,56,15,9,101
AT5G18270,41,26,14,6
AT5G18280,292,91,77,137
AT5G18290,5,0,0,5
AT5G18300,3,0,0,0
AT5G18310,307,162,252,176
AT5G18320,0,0,0,0
AT5G18330,0,0,0,0
AT5G18340,1,0,0,18
AT5G18350,80,15,0,0
AT5G18360,413,144,0,62
AT5G18362,43,24,0,0
AT5G18370,276,38,0,0
AT5G18380,555,139,209,76
AT5G18390,66,44,12,9
AT5G18400,2972,1881,488,367
AT5G18403,0,0,0,0
AT5G18404,0,0,0,0
AT5G18407,0,0,0,0
AT5G18410,181,94,8,47
AT5G18420,56,25,17,68
AT5G18430,1,1,20,19
AT5G18440,3,0,0,0
AT5G18450,0,0,0,0
AT5G18460,56,44,77,18
AT5G18470,44,28,13,71
AT5G18475,60,43,8,18
AT5G18480,147,139,1727,794
AT5G18490,121,66,90,45
AT5G18500,63,24,1,10
AT5G18510,1,0,0,0
AT5G18520,129,187,550,110
AT5G18525,129,114,724,71
AT5G18540,30,9,42,17
AT5G18550,159,225,34,168
AT5G18560,0,0,0,0
AT5G18570,171,75,1,9
AT5G18580,112,63,2,40
AT5G18590,81,92,0,25
AT5G18600,1,9,0,0
AT5G18610,10,53,28,25
AT5G18620,34,35,233,85
AT5G18630,294,124,498,140
AT5G18636,58,8,2,2
AT5G18640,172,107,290,19
AT5G18650,186,84,17,72
AT5G18660,130,171,4,4
AT5G18661,0,0,0,0
AT5G18670,2438,1187,1,74
AT5G18680,102,27,6,32
AT5G18690,0,0,0,0
AT5G18700,25,51,0,30
AT5G18710,0,0,0,0
AT5G18720,0,0,0,0
AT5G18730,0,0,0,0
AT5G18740,0,0,0,0
AT5G18748,0,0,0,0
AT5G18750,38,15,90,64
AT5G18755,0,0,0,0
AT5G18760,15,18,0,21
AT5G18770,62,2,0,24
AT5G18780,6,1,142,0
AT5G18790,2,0,8,0
AT5G18800,126,279,275,105
AT5G18810,8,0,0,0
AT5G18820,43,14,0,10
AT5G18830,95,65,33,64
AT5G18840,0,0,0,0
AT5G18850,1,1,0,6
AT5G18860,42,56,2,4
AT5G18870,0,0,0,0
AT5G18880,0,0,0,0
AT5G18890,2,0,0,0
AT5G18900,16,30,10,50
AT5G18910,0,0,0,0
AT5G18920,2,0,0,2
AT5G18930,0,0,0,0
AT5G18940,26,23,59,119
AT5G18950,13,0,0,3
AT5G18960,48,45,0,16
AT5G18970,20,6,34,18
AT5G18980,6,8,1,202
AT5G18990,0,0,0,0
AT5G19000,204,51,401,415
AT5G19010,634,298,11,101
AT5G19020,158,26,8,41
AT5G19025,59,45,311,23
AT5G19030,15,6,69,19
AT5G19040,7,0,3,1
AT5G19050,36,24,59,45
AT5G19060,0,0,0,0
AT5G19070,59,63,227,20
AT5G19080,15,31,8,6
AT5G19090,21,5,134,0
AT5G19095,0,0,0,0
AT5G19100,0,2,0,0
AT5G19110,26,21,0,1
AT5G19120,539,433,455,249
AT5G19130,31,19,0,46
AT5G19140,86,101,714,328
AT5G19150,120,158,796,352
AT5G19151,14,11,0,0
AT5G19160,1,4,0,1
AT5G19170,0,0,0,41
AT5G19172,0,0,0,0
AT5G19175,0,0,0,0
AT5G19180,553,91,319,296
AT5G19190,31,33,0,0
AT5G19200,4,1,365,11
AT5G19210,8,54,3,3
AT5G19220,810,1450,155,29
AT5G19221,658,592,125,12
AT5G19230,143,50,44,33
AT5G19240,132,399,0,1
AT5G19250,65,8,3,71
AT5G19257,0,0,0,0
AT5G19260,0,9,0,0
AT5G19270,0,0,0,0
AT5G19280,90,47,14,30
AT5G19290,344,195,2355,1123
AT5G19300,1,8,0,2
AT5G19310,54,20,49,86
AT5G19315,0,0,0,0
AT5G19320,95,33,33,13
AT5G19330,449,248,703,275
AT5G19340,11,5,0,0
AT5G19350,47,4940,13,14
AT5G19360,13,2,0,0
AT5G19370,205,152,0,11
AT5G19380,47,3,195,25
AT5G19390,375,226,1,48
AT5G19400,1108,459,1086,1170
AT5G19410,4,5,0,2
AT5G19420,73,62,433,192
AT5G19430,93,69,8,121
AT5G19440,1759,401,10824,3232
AT5G19450,519,280,293,725
AT5G19460,2,18,0,1
AT5G19470,0,0,0,0
AT5G19473,0,0,0,0
AT5G19480,112,182,169,339
AT5G19485,24,5,1,10
AT5G19490,0,0,37,2
AT5G19500,1557,707,248,34
AT5G19510,1843,766,487,63
AT5G19520,32,6,0,0
AT5G19530,3,32,0,0
AT5G19540,27,37,5,13
AT5G19550,65,49,529,115
AT5G19560,0,0,0,0
AT5G19570,0,0,0,0
AT5G19580,1,16,5,74
AT5G19590,76,40,128,80
AT5G19600,0,17,0,0
AT5G19610,0,0,0,0
AT5G19620,54,66,0,8
AT5G19630,14,8,0,1
AT5G19640,0,0,0,0
AT5G19650,0,0,0,0
AT5G19660,36,11,59,112
AT5G19670,6,0,0,1
AT5G19680,50,33,0,176
AT5G19690,96,42,95,36
AT5G19700,0,0,0,0
AT5G19710,0,0,0,0
AT5G19720,0,0,0,0
AT5G19729,0,0,0,0
AT5G19730,20,15,0,2
AT5G19740,12,5,0,0
AT5G19750,24,5,0,21
AT5G19760,913,621,85,269
AT5G19770,67,27,1,67
AT5G19780,184,60,37,58
AT5G19790,7,0,1,0
AT5G19800,0,0,0,0
AT5G19810,0,0,0,0
AT5G19820,554,235,69,292
AT5G19830,3,1,0,2
AT5G19840,83,31,0,6
AT5G19850,75,73,0,4
AT5G19855,1558,712,1520,1239
AT5G19860,41,77,686,87
AT5G19870,0,0,0,0
AT5G19875,0,0,0,0
AT5G19880,0,0,0,0
AT5G19890,0,1,0,0
AT5G19900,488,928,422,368
AT5G19910,64,17,291,18
AT5G19920,6,13,1,0
AT5G19930,21,18,133,0
AT5G19940,1842,2053,4,235
AT5G19950,226,263,1,167
AT5G19960,92,36,163,65
AT5G19970,40,9,0,2
AT5G19980,28,5,0,14
AT5G19990,167,144,334,106
AT5G20000,207,90,1186,462
AT5G20010,2532,1265,6407,2407
AT5G20020,997,490,1527,439
AT5G20030,120,101,2,1
AT5G20040,95,21,6,9
AT5G20045,0,0,0,0
AT5G20050,244,108,1459,815
AT5G20060,147,247,4,64
